Joints
100
,,nathaniel:Thigh_Shank,,,nathaniel:World_Thigh,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,mm,mm,mm
134,0,73.4367,-50.695,-69.349,-109.762,565.27,284.81,100,100,100,-96.56,22.8336,137.659,-75.3592,725.769,334.694,100,100,100,-146.103,616.804,336.861,-50.7675,620.149,366.86,-146.103,616.804,336.861,-50.7675,620.149,366.86
135,0,73.3174,-50.7739,-69.2969,-109.833,564.877,284.637,100,100,100,-96.5422,22.7691,137.687,-75.4324,725.538,334.461,100,100,100,-146.134,616.544,336.579,-50.791,619.914,366.553,-146.134,616.544,336.579,-50.791,619.914,366.553
136,0,73.2259,-50.8402,-69.2247,-109.913,564.438,284.451,100,100,100,-96.5174,22.7053,137.716,-75.4839,725.274,334.212,100,100,100,-146.179,616.233,336.283,-50.833,619.642,366.242,-146.179,616.233,336.283,-50.833,619.642,366.242
137,0,73.1293,-50.9784,-69.1653,-109.957,563.941,284.202,100,100,100,-96.4772,22.648,137.72,-75.528,724.955,333.987,100,100,100,-146.22,615.907,335.938,-50.8779,619.29,365.913,-146.22,615.907,335.938,-50.8779,619.29,365.913
138,0,73.0353,-51.0838,-69.09,-110.007,563.365,283.939,100,100,100,-96.4552,22.5242,137.71,-75.5628,724.544,333.77,100,100,100,-146.25,615.472,335.544,-50.916,618.859,365.544,-146.25,615.472,335.544,-50.916,618.859,365.544
139,0,72.9006,-51.1387,-69.0188,-110.056,562.698,283.664,100,100,100,-96.47,22.3764,137.703,-75.5776,724.074,333.568,100,100,100,-146.228,614.944,335.152,-50.8942,618.38,365.146,-146.228,614.944,335.152,-50.8942,618.38,365.146
140,0,72.7681,-51.2527,-68.9615,-110.025,562.009,283.39,100,100,100,-96.4512,22.252,137.697,-75.579,723.568,333.372,100,100,100,-146.177,614.418,334.764,-50.8439,617.85,364.762,-146.177,614.418,334.764,-50.8439,617.85,364.762
141,0,72.6392,-51.4259,-68.9041,-109.984,561.267,283.08,100,100,100,-96.4241,22.1164,137.673,-75.5879,723.026,333.145,100,100,100,-146.136,613.874,334.307,-50.8137,617.259,364.343,-146.136,613.874,334.307,-50.8137,617.259,364.343
142,0,72.4693,-51.5983,-68.8304,-109.935,560.5,282.729,100,100,100,-96.3921,21.9363,137.674,-75.5734,722.457,332.902,100,100,100,-146.049,613.301,333.797,-50.73,616.671,363.846,-146.049,613.301,333.797,-50.73,616.671,363.846
143,0,72.307,-51.7026,-68.774,-109.886,559.668,282.374,100,100,100,-96.3343,21.8066,137.673,-75.5535,721.844,332.596,100,100,100,-145.981,612.667,333.311,-50.6516,616.021,363.327,-145.981,612.667,333.311,-50.6516,616.021,363.327
144,0,72.1502,-51.8318,-68.7538,-109.791,558.809,282.021,100,100,100,-96.2628,21.6419,137.704,-75.4763,721.181,332.253,100,100,100,-145.824,611.984,332.808,-50.4801,615.301,362.782,-145.824,611.984,332.808,-50.4801,615.301,362.782
145,0,72.0018,-51.9905,-68.6981,-109.667,557.871,281.624,100,100,100,-96.1716,21.4968,137.743,-75.3716,720.435,331.891,100,100,100,-145.666,611.234,332.271,-50.3124,614.52,362.217,-145.666,611.234,332.271,-50.3124,614.52,362.217
146,0,71.8936,-52.0703,-68.639,-109.546,556.869,281.257,100,100,100,-96.1204,21.2939,137.779,-75.253,719.616,331.561,100,100,100,-145.485,610.355,331.757,-50.1245,613.666,361.681,-145.485,610.355,331.757,-50.1245,613.666,361.681
147,0,71.7227,-52.1547,-68.586,-109.383,555.807,280.847,100,100,100,-96.116,21.1649,137.822,-75.1208,718.77,331.244,100,100,100,-145.246,609.45,331.272,-49.8731,612.808,361.152,-145.246,609.45,331.272,-49.8731,612.808,361.152
148,0,71.5276,-52.1696,-68.5174,-109.277,554.712,280.447,100,100,100,-96.0738,21.0265,137.835,-74.9946,717.878,330.953,100,100,100,-145.073,608.516,330.791,-49.6749,611.926,360.583,-145.073,608.516,330.791,-49.6749,611.926,360.583
149,0,71.3924,-52.2652,-68.4769,-109.09,553.633,280.024,100,100,100,-96.0627,20.7356,137.908,-74.828,716.939,330.629,100,100,100,-144.749,607.509,330.219,-49.3451,610.978,359.985,-144.749,607.509,330.219,-49.3451,610.978,359.985
150,0,71.2557,-52.3523,-68.4166,-108.976,552.55,279.574,100,100,100,-96.0976,20.6045,137.902,-74.7222,716.056,330.31,100,100,100,-144.572,606.572,329.685,-49.173,610.079,359.463,-144.572,606.572,329.685,-49.173,610.079,359.463
151,0,71.1154,-52.4532,-68.3907,-108.783,551.437,279.067,100,100,100,-96.0061,20.3762,137.968,-74.5541,715.089,329.952,100,100,100,-144.297,605.576,329.087,-48.8778,609.08,358.802,-144.297,605.576,329.087,-48.8778,609.08,358.802
152,0,71.0025,-52.5269,-68.3757,-108.631,550.338,278.581,100,100,100,-95.978,20.1972,137.994,-74.4168,714.135,329.624,100,100,100,-144.069,604.58,328.54,-48.6422,608.086,358.228,-144.069,604.58,328.54,-48.6422,608.086,358.228
153,0,70.8569,-52.6376,-68.3638,-108.443,549.227,278.062,100,100,100,-95.8943,20.0464,137.992,-74.2685,713.136,329.295,100,100,100,-143.859,603.612,327.957,-48.4177,607.054,357.606,-143.859,603.612,327.957,-48.4177,607.054,357.606
154,0,70.7732,-52.6747,-68.3175,-108.263,548.164,277.587,100,100,100,-95.7904,19.8473,138.028,-74.0784,712.139,328.984,100,100,100,-143.641,602.61,327.418,-48.1831,606.058,357.013,-143.641,602.61,327.418,-48.1831,606.058,357.013
155,0,70.6662,-52.7158,-68.3079,-108.024,547.125,277.116,100,100,100,-95.776,19.6447,138.048,-73.9108,711.188,328.688,100,100,100,-143.346,601.628,326.888,-47.8784,605.093,356.452,-143.346,601.628,326.888,-47.8784,605.093,356.452
156,0,70.5752,-52.8117,-68.2921,-107.824,546.141,276.635,100,100,100,-95.6984,19.4418,138.118,-73.6906,710.263,328.388,100,100,100,-143.048,600.696,326.363,-47.5685,604.159,355.887,-143.048,600.696,326.363,-47.5685,604.159,355.887
157,0,70.4594,-52.872,-68.3236,-107.577,545.188,276.175,100,100,100,-95.6206,19.2921,138.152,-73.5163,709.437,328.116,100,100,100,-142.76,599.851,325.896,-47.2575,603.266,355.35,-142.76,599.851,325.896,-47.2575,603.266,355.35
158,0,70.3743,-52.7972,-68.2664,-107.448,544.256,275.746,100,100,100,-95.5526,19.0956,138.225,-73.3218,708.618,327.809,100,100,100,-142.531,598.943,325.439,-46.9982,602.464,354.785,-142.531,598.943,325.439,-46.9982,602.464,354.785
159,0,70.2478,-52.7023,-68.2591,-107.303,543.347,275.377,100,100,100,-95.5037,18.9467,138.246,-73.1507,707.856,327.574,100,100,100,-142.308,598.105,325.063,-46.7387,601.681,354.283,-142.308,598.105,325.063,-46.7387,601.681,354.283
160,0,70.2165,-52.727,-68.1974,-107.119,542.535,275.037,100,100,100,-95.4683,18.7854,138.277,-72.9916,707.158,327.354,100,100,100,-142.105,597.343,324.666,-46.5369,600.968,353.882,-142.105,597.343,324.666,-46.5369,600.968,353.882
161,0,70.1297,-52.7436,-68.1272,-106.942,541.803,274.682,100,100,100,-95.4029,18.6572,138.301,-72.8256,706.532,327.161,100,100,100,-141.918,596.692,324.282,-46.3373,600.356,353.451,-141.918,596.692,324.282,-46.3373,600.356,353.451
162,0,70.0499,-52.7309,-68.1057,-106.77,541.194,274.387,100,100,100,-95.4463,18.5011,138.299,-72.696,705.995,326.997,100,100,100,-141.688,596.106,323.941,-46.1054,599.829,353.098,-141.688,596.106,323.941,-46.1054,599.829,353.098
163,0,69.9996,-52.7235,-68.0528,-106.652,540.736,274.117,100,100,100,-95.4345,18.4103,138.279,-72.6118,705.589,326.852,100,100,100,-141.588,595.688,323.641,-46.0046,599.443,352.791,-141.588,595.688,323.641,-46.0046,599.443,352.791
164,0,69.9224,-52.7593,-67.9884,-106.532,540.41,273.909,100,100,100,-95.405,18.3117,138.293,-72.5103,705.28,326.706,100,100,100,-141.459,595.398,323.365,-45.8714,599.189,352.497,-141.459,595.398,323.365,-45.8714,599.189,352.497
165,0,69.8528,-52.8256,-67.9598,-106.4,540.186,273.764,100,100,100,-95.3346,18.2339,138.333,-72.3891,705.085,326.582,100,100,100,-141.308,595.226,323.162,-45.7099,599.009,352.259,-141.308,595.226,323.162,-45.7099,599.009,352.259
166,0,69.7702,-52.9548,-67.9747,-106.246,540.028,273.658,100,100,100,-95.2412,18.1602,138.372,-72.2388,704.967,326.492,100,100,100,-141.12,595.156,322.991,-45.5093,598.862,352.058,-141.12,595.156,322.991,-45.5093,598.862,352.058
167,0,69.6949,-53.0964,-68.0359,-106.084,539.911,273.625,100,100,100,-95.1414,18.0969,138.418,-72.0767,704.905,326.417,100,100,100,-140.905,595.135,322.887,-45.2785,598.726,351.918,-140.905,595.135,322.887,-45.2785,598.726,351.918
168,0,69.6087,-53.2027,-68.1024,-105.984,539.813,273.628,100,100,100,-95.057,18.0775,138.405,-71.9639,704.878,326.376,100,100,100,-140.783,595.162,322.821,-45.1417,598.615,351.817,-140.783,595.162,322.821,-45.1417,598.615,351.817
169,0,69.5503,-53.3064,-68.1171,-105.948,539.696,273.643,100,100,100,-95.0016,18.0532,138.42,-71.9015,704.879,326.34,100,100,100,-140.717,595.161,322.766,-45.0702,598.547,351.753,-140.717,595.161,322.766,-45.0702,598.547,351.753
170,0,69.4137,-53.3997,-68.1035,-105.961,539.564,273.634,100,100,100,-94.9301,18.0026,138.444,-71.8707,704.859,326.267,100,100,100,-140.674,595.165,322.651,-45.0087,598.51,351.582,-140.674,595.165,322.651,-45.0087,598.51,351.582
171,0,69.2822,-53.5412,-68.0608,-105.964,539.42,273.608,100,100,100,-94.8493,17.9725,138.461,-71.8741,704.835,326.157,100,100,100,-140.67,595.183,322.493,-44.996,598.476,351.398,-140.67,595.183,322.493,-44.996,598.476,351.398
172,0,69.0854,-53.6723,-68.0047,-105.987,539.209,273.566,100,100,100,-94.7868,17.9369,138.483,-71.8897,704.795,326.003,100,100,100,-140.656,595.169,322.292,-44.964,598.441,351.143,-140.656,595.169,322.292,-44.964,598.441,351.143
173,0,68.8643,-53.84,-67.912,-106.006,538.929,273.505,100,100,100,-94.6981,17.8495,138.522,-71.8858,704.707,325.799,100,100,100,-140.623,595.11,322.007,-44.9145,598.373,350.803,-140.623,595.11,322.007,-44.9145,598.373,350.803
174,0,68.611,-54.0212,-67.8525,-105.997,538.561,273.443,100,100,100,-94.6361,17.7574,138.55,-71.8959,704.567,325.551,100,100,100,-140.551,594.99,321.692,-44.8244,598.224,350.432,-140.551,594.99,321.692,-44.8244,598.224,350.432
175,0,68.3928,-54.267,-67.7344,-105.944,538.076,273.296,100,100,100,-94.5753,17.6466,138.56,-71.9135,704.343,325.238,100,100,100,-140.501,594.782,321.243,-44.7788,597.988,349.999,-140.501,594.782,321.243,-44.7788,597.988,349.999
176,0,68.1845,-54.4982,-67.6171,-105.912,537.439,273.105,100,100,100,-94.4988,17.5047,138.577,-71.9102,703.989,324.809,100,100,100,-140.448,594.421,320.705,-44.7272,597.605,349.468,-140.448,594.421,320.705,-44.7272,597.605,349.468
177,0,68.0175,-54.8686,-67.4657,-105.777,536.65,272.812,100,100,100,-94.4404,17.3199,138.626,-71.8917,703.525,324.327,100,100,100,-140.317,593.931,320.033,-44.6266,597.089,348.9,-140.317,593.931,320.033,-44.6266,597.089,348.9
178,0,67.6079,-55.0078,-67.4093,-105.727,535.64,272.522,100,100,100,-94.3948,17.1267,138.66,-71.8027,702.873,323.782,100,100,100,-140.083,593.248,319.382,-44.3491,596.418,348.105,-140.083,593.248,319.382,-44.3491,596.418,348.105
179,0,67.1984,-55.2456,-67.3241,-105.572,534.503,272.135,100,100,100,-94.3415,16.8802,138.761,-71.6416,702.067,323.209,100,100,100,-139.713,592.417,318.635,-43.9461,595.623,347.245,-139.713,592.417,318.635,-43.9461,595.623,347.245
180,0,66.7957,-55.4182,-67.2122,-105.436,533.238,271.758,100,100,100,-94.242,16.6644,138.86,-71.3995,701.133,322.674,100,100,100,-139.361,591.457,317.938,-43.5491,594.717,346.391,-139.361,591.457,317.938,-43.5491,594.717,346.391
181,0,66.3614,-55.6401,-67.1326,-105.23,531.818,271.352,100,100,100,-94.216,16.4862,138.913,-71.1145,700.122,322.164,100,100,100,-138.93,590.407,317.226,-43.087,593.679,345.569,-138.93,590.407,317.226,-43.087,593.679,345.569
182,0,65.9003,-55.9597,-67.0306,-104.952,530.299,270.845,100,100,100,-94.0843,16.1503,139.028,-70.7355,698.957,321.618,100,100,100,-138.379,589.248,316.336,-42.4985,592.51,344.556,-138.379,589.248,316.336,-42.4985,592.51,344.556
183,0,65.5557,-56.2885,-66.9105,-104.659,528.679,270.279,100,100,100,-93.9208,15.7914,139.136,-70.2857,697.691,321.005,100,100,100,-137.841,587.961,315.373,-41.942,591.201,343.53,-137.841,587.961,315.373,-41.942,591.201,343.53
184,0,65.0401,-56.5708,-66.8863,-104.366,526.933,269.66,100,100,100,-93.7132,15.4884,139.248,-69.7818,696.343,320.362,100,100,100,-137.216,586.629,314.419,-41.2502,589.777,342.36,-137.216,586.629,314.419,-41.2502,589.777,342.36
185,0,64.5612,-56.8608,-66.8038,-104.102,525.085,269.019,100,100,100,-93.4423,15.1581,139.37,-69.2243,694.853,319.712,100,100,100,-136.631,585.176,313.42,-40.602,588.247,341.152,-136.631,585.176,313.42,-40.602,588.247,341.152
186,0,64.048,-57.1621,-66.7597,-103.753,523.113,268.344,100,100,100,-93.156,14.8457,139.484,-68.5915,693.239,319.032,100,100,100,-135.953,583.621,312.396,-39.8539,586.568,339.896,-135.953,583.621,312.396,-39.8539,586.568,339.896
187,0,63.5338,-57.396,-66.6921,-103.425,520.983,267.589,100,100,100,-92.7951,14.5482,139.589,-67.9173,691.514,318.362,100,100,100,-135.326,581.942,311.35,-39.1402,584.764,338.557,-135.326,581.942,311.35,-39.1402,584.764,338.557
188,0,63.0133,-57.6683,-66.662,-103.027,518.791,266.785,100,100,100,-92.4201,14.2394,139.692,-67.2037,689.65,317.648,100,100,100,-134.626,580.174,310.248,-38.3543,582.822,337.169,-134.626,580.174,310.248,-38.3543,582.822,337.169
189,0,62.4755,-57.9381,-66.6239,-102.633,516.514,265.912,100,100,100,-92.1563,13.8162,139.756,-66.5009,687.702,316.91,100,100,100,-133.867,578.293,309,-37.5299,580.813,335.697,-133.867,578.293,309,-37.5299,580.813,335.697
190,0,61.9233,-58.1429,-66.5768,-102.25,514.186,264.943,100,100,100,-91.789,13.4595,139.829,-65.7838,685.703,316.099,100,100,100,-133.174,576.384,307.724,-36.7455,578.757,334.104,-133.174,576.384,307.724,-36.7455,578.757,334.104
191,0,61.3647,-58.4172,-66.5522,-101.821,511.838,263.93,100,100,100,-91.4306,13.0183,139.951,-65.0343,683.623,315.222,100,100,100,-132.361,574.406,306.354,-35.849,576.634,332.44,-132.361,574.406,306.354,-35.849,576.634,332.44
192,0,60.8834,-58.658,-66.4425,-101.443,509.438,262.855,100,100,100,-91.1031,12.5864,140.053,-64.2814,681.537,314.334,100,100,100,-131.638,572.367,304.937,-35.0604,574.526,330.786,-131.638,572.367,304.937,-35.0604,574.526,330.786
193,0,60.3274,-58.9447,-66.3908,-101.007,506.989,261.719,100,100,100,-90.7913,12.0557,140.191,-63.5087,679.357,313.368,100,100,100,-130.759,570.254,303.399,-34.1109,572.328,328.989,-130.759,570.254,303.399,-34.1109,572.328,328.989
194,0,59.8211,-59.1962,-66.2821,-100.588,504.508,260.538,100,100,100,-90.4427,11.6927,140.226,-62.7848,677.171,312.417,100,100,100,-130.093,568.177,301.888,-33.3804,570.113,327.245,-130.093,568.177,301.888,-33.3804,570.113,327.245
195,0,59.3368,-59.465,-66.2364,-100.159,501.969,259.345,100,100,100,-90.1515,11.1734,140.325,-62.0912,674.943,311.358,100,100,100,-129.294,565.978,300.28,-32.5248,567.817,325.428,-129.294,565.978,300.28,-32.5248,567.817,325.428
196,0,58.8279,-59.6172,-66.1614,-99.8099,499.413,258.075,100,100,100,-89.8677,10.6476,140.384,-61.4508,672.718,310.265,100,100,100,-128.595,563.768,298.609,-31.7577,565.553,323.493,-128.595,563.768,298.609,-31.7577,565.553,323.493
197,0,58.3163,-59.8135,-66.1221,-99.4156,496.804,256.672,100,100,100,-89.5656,10.1531,140.419,-60.885,670.469,309.034,100,100,100,-127.924,561.548,296.804,-31.0202,563.207,321.441,-127.924,561.548,296.804,-31.0202,563.207,321.441
198,0,57.892,-60.0041,-65.9843,-99.129,494.168,255.187,100,100,100,-89.2786,9.56458,140.432,-60.359,668.172,307.774,100,100,100,-127.377,559.261,294.858,-30.4299,560.876,319.326,-127.377,559.261,294.858,-30.4299,560.876,319.326
199,0,57.4204,-60.1479,-65.9274,-98.7837,491.503,253.582,100,100,100,-88.9183,9.01931,140.436,-59.8597,665.818,306.464,100,100,100,-126.819,556.963,292.88,-29.8034,558.448,317.082,-126.819,556.963,292.88,-29.8034,558.448,317.082
200,0,57.0407,-60.255,-65.8437,-98.4926,488.802,251.914,100,100,100,-88.6439,8.39023,140.416,-59.3523,663.372,305.07,100,100,100,-126.275,554.544,290.787,-29.2129,555.974,314.806,-126.275,554.544,290.787,-29.2129,555.974,314.806
201,0,56.6757,-60.4179,-65.7104,-98.1991,486.134,250.126,100,100,100,-88.3583,7.75595,140.426,-58.8497,660.928,303.706,100,100,100,-125.738,552.141,288.63,-28.6384,553.548,312.497,-125.738,552.141,288.63,-28.6384,553.548,312.497
202,0,56.2519,-60.5784,-65.6129,-97.8694,483.517,248.258,100,100,100,-88.1015,7.27877,140.425,-58.3723,658.586,302.332,100,100,100,-125.202,549.843,286.518,-28.0566,551.182,310.202,-125.202,549.843,286.518,-28.0566,551.182,310.202
203,0,55.911,-60.7474,-65.5493,-97.5383,480.992,246.339,100,100,100,-87.599,6.48921,140.469,-57.7413,656.011,300.817,100,100,100,-124.588,547.474,284.174,-27.3811,548.695,307.61,-124.588,547.474,284.174,-27.3811,548.695,307.61
204,0,55.5619,-60.9081,-65.5004,-97.2013,478.53,244.375,100,100,100,-87.322,5.85728,140.459,-57.2951,653.687,299.32,100,100,100,-124.027,545.236,281.888,-26.7831,546.373,305.175,-124.027,545.236,281.888,-26.7831,546.373,305.175
205,0,55.2702,-61.1109,-65.4603,-96.8237,476.11,242.33,100,100,100,-87.0316,5.29767,140.397,-56.8944,651.417,297.788,100,100,100,-123.542,543.078,279.562,-26.2739,544.059,302.757,-123.542,543.078,279.562,-26.2739,544.059,302.757
206,0,55.0113,-61.2687,-65.3622,-96.5081,473.686,240.231,100,100,100,-86.7959,4.68257,140.348,-56.5163,649.193,296.272,100,100,100,-123.086,540.896,277.192,-25.8022,541.826,300.32,-123.086,540.896,277.192,-25.8022,541.826,300.32
207,0,54.7431,-61.4038,-65.2792,-96.2259,471.259,238.103,100,100,100,-86.4617,4.02015,140.347,-56.1459,646.946,294.661,100,100,100,-122.643,538.7,274.771,-25.3233,539.58,297.753,-122.643,538.7,274.771,-25.3233,539.58,297.753
208,0,54.4838,-61.517,-65.2224,-95.9315,468.857,235.956,100,100,100,-86.1809,3.40492,140.255,-55.849,644.685,293.07,100,100,100,-122.269,536.538,272.346,-24.9231,537.31,295.219,-122.269,536.538,272.346,-24.9231,537.31,295.219
209,0,54.2662,-61.6225,-65.1446,-95.6936,466.423,233.728,100,100,100,-85.8138,2.78276,140.201,-55.5647,642.419,291.383,100,100,100,-121.969,534.354,269.857,-24.5893,535.034,292.586,-121.969,534.354,269.857,-24.5893,535.034,292.586
210,0,54.0284,-61.633,-65.0874,-95.4689,463.99,231.394,100,100,100,-85.4897,2.18464,140.1,-55.2947,640.136,289.643,100,100,100,-121.692,532.161,267.309,-24.2692,532.753,289.86,-121.692,532.161,267.309,-24.2692,532.753,289.86
211,0,53.8343,-61.6566,-65.0275,-95.2382,461.583,228.979,100,100,100,-85.2019,1.46361,140.011,-55.028,637.817,287.829,100,100,100,-121.356,529.929,264.623,-23.9043,530.481,287.047,-121.356,529.929,264.623,-23.9043,530.481,287.047
212,0,53.6181,-61.675,-64.9084,-95.0254,459.172,226.429,100,100,100,-84.9205,0.713579,139.916,-54.7548,635.48,285.995,100,100,100,-121.037,527.692,261.813,-23.5565,528.255,284.112,-121.037,527.692,261.813,-23.5565,528.255,284.112
213,0,53.4099,-61.7141,-64.8883,-94.7355,456.861,223.942,100,100,100,-84.6523,-0.0337899,139.873,-54.4221,633.176,284.166,100,100,100,-120.56,525.496,259.101,-23.0491,526.035,281.267,-120.56,525.496,259.101,-23.0491,526.035,281.267
214,0,53.2468,-61.7684,-64.8529,-94.4362,454.629,221.417,100,100,100,-84.4849,-0.663575,139.638,-54.1488,630.867,282.392,100,100,100,-120.241,523.409,256.359,-22.7288,523.817,278.523,-120.241,523.409,256.359,-22.7288,523.817,278.523
215,0,53.0856,-61.8726,-64.8344,-94.0329,452.471,218.879,100,100,100,-84.255,-1.34497,139.562,-53.7627,628.663,280.623,100,100,100,-119.709,521.355,253.666,-22.1852,521.703,275.781,-119.709,521.355,253.666,-22.1852,521.703,275.781
216,0,52.9768,-61.9808,-64.7889,-93.6395,450.389,216.357,100,100,100,-84.1965,-2.07369,139.416,-53.3837,626.518,278.888,100,100,100,-119.152,519.34,250.93,-21.6501,519.68,273.138,-119.152,519.34,250.93,-21.6501,519.68,273.138
217,0,52.8527,-62.0368,-64.8135,-93.2338,448.394,213.869,100,100,100,-83.9661,-2.99156,139.444,-53.0061,624.462,277.085,100,100,100,-118.461,517.357,248.207,-20.942,517.755,270.34,-118.461,517.357,248.207,-20.942,517.755,270.34
218,0,52.718,-62.0734,-64.7984,-92.8329,446.422,211.365,100,100,100,-83.7009,-3.68223,139.332,-52.6908,622.463,275.375,100,100,100,-118.01,515.515,245.568,-20.472,515.849,267.619,-118.01,515.515,245.568,-20.472,515.849,267.619
219,0,52.557,-62.0519,-64.8317,-92.5025,444.462,208.904,100,100,100,-83.2755,-4.32958,139.378,-52.1243,620.459,273.535,100,100,100,-117.44,513.639,243.039,-19.8411,513.942,264.821,-117.44,513.639,243.039,-19.8411,513.942,264.821
220,0,52.4171,-62.0617,-64.838,-92.1386,442.467,206.403,100,100,100,-83.0171,-4.80011,139.229,-51.7571,618.496,271.856,100,100,100,-117.071,511.834,240.547,-19.4478,512.003,262.217,-117.071,511.834,240.547,-19.4478,512.003,262.217
221,0,52.3044,-62.0071,-64.838,-91.7926,440.501,203.943,100,100,100,-82.631,-5.47884,139.202,-51.2183,616.478,270.056,100,100,100,-116.553,509.958,237.991,-18.8812,510.114,259.444,-116.553,509.958,237.991,-18.8812,510.114,259.444
222,0,52.1492,-62.0039,-64.844,-91.4098,438.536,201.458,100,100,100,-82.3362,-6.05091,139.095,-50.7189,614.466,268.302,100,100,100,-116.057,508.131,235.436,-18.3522,508.2,256.739,-116.057,508.131,235.436,-18.3522,508.2,256.739
223,0,51.9883,-61.9925,-64.8723,-91.014,436.643,198.975,100,100,100,-82.05,-6.55245,138.885,-50.2845,612.468,266.644,100,100,100,-115.66,506.406,232.924,-17.9264,506.289,254.093,-115.66,506.406,232.924,-17.9264,506.289,254.093
224,0,51.8739,-62.0362,-64.8598,-90.6317,434.822,196.557,100,100,100,-81.5971,-7.19393,138.841,-49.529,610.45,264.914,100,100,100,-115.066,504.661,230.406,-17.2907,504.465,251.381,-115.066,504.661,230.406,-17.2907,504.465,251.381
225,0,51.7389,-62.0692,-64.8625,-90.24,433.038,194.102,100,100,100,-81.4723,-7.74705,138.619,-49.2041,608.495,263.304,100,100,100,-114.643,502.974,227.875,-16.8678,502.663,248.849,-114.643,502.974,227.875,-16.8678,502.663,248.849
226,0,51.6795,-62.1026,-64.8726,-89.801,431.321,191.774,100,100,100,-81.0082,-8.32057,138.515,-48.4953,606.495,261.566,100,100,100,-114.119,501.318,225.435,-16.3067,500.864,246.233,-114.119,501.318,225.435,-16.3067,500.864,246.233
227,0,51.5517,-62.1973,-64.8602,-89.2876,429.647,189.542,100,100,100,-80.6247,-8.749,138.414,-47.8009,604.583,259.955,100,100,100,-113.56,499.737,223.145,-15.7189,499.127,243.803,-113.56,499.737,223.145,-15.7189,499.127,243.803
228,0,51.3974,-62.2429,-64.8308,-88.7974,428.04,187.482,100,100,100,-80.482,-9.25639,138.289,-47.2219,602.835,258.552,100,100,100,-112.932,498.207,220.979,-15.0827,497.558,241.598,-112.932,498.207,220.979,-15.0827,497.558,241.598
229,0,51.2454,-62.3893,-64.8066,-88.2674,426.488,185.616,100,100,100,-80.294,-9.86345,138.23,-46.6443,601.215,257.202,100,100,100,-112.213,496.761,218.887,-14.3625,496.087,239.497,-112.213,496.761,218.887,-14.3625,496.087,239.497
230,0,51.0543,-62.4885,-64.739,-87.7877,425,183.906,100,100,100,-79.9895,-10.4724,138.244,-46.0596,599.703,255.928,100,100,100,-111.544,495.397,216.943,-13.6656,494.758,237.423,-111.544,495.397,216.943,-13.6656,494.758,237.423
231,0,50.8101,-62.5769,-64.65,-87.3675,423.531,182.284,100,100,100,-79.8625,-10.8921,138.125,-45.5482,598.276,254.653,100,100,100,-110.999,494.126,215.055,-13.111,493.456,235.486,-110.999,494.126,215.055,-13.111,493.456,235.486
232,0,50.5165,-62.6584,-64.4906,-86.9918,422.12,180.716,100,100,100,-79.4539,-11.433,138.207,-44.9639,596.965,253.365,100,100,100,-110.435,492.918,213.203,-12.492,492.347,233.375,-110.435,492.918,213.203,-12.492,492.347,233.375
233,0,50.2044,-62.68,-64.368,-86.6143,420.733,179.304,100,100,100,-79.2657,-12.0134,138.165,-44.3726,595.681,252.148,100,100,100,-109.79,491.734,211.39,-11.8158,491.25,231.409,-109.79,491.734,211.39,-11.8158,491.25,231.409
234,0,49.8296,-62.7935,-64.2518,-86.1239,419.34,177.991,100,100,100,-79.2539,-12.3859,137.979,-43.8185,594.444,251.101,100,100,100,-109.154,490.639,209.701,-11.1754,490.098,229.701,-109.154,490.639,209.701,-11.1754,490.098,229.701
235,0,49.4459,-62.8615,-64.1223,-85.5858,417.951,176.782,100,100,100,-79.0392,-13.0658,137.982,-43.1683,593.274,250.033,100,100,100,-108.317,489.518,207.993,-10.3027,489.093,227.82,-108.317,489.518,207.993,-10.3027,489.093,227.82
236,0,49.0295,-62.9178,-63.9745,-85.0778,416.59,175.637,100,100,100,-78.9383,-13.4895,137.93,-42.5199,592.188,249.112,100,100,100,-107.575,488.46,206.494,-9.53161,488.098,226.176,-107.575,488.46,206.494,-9.53161,488.098,226.176
237,0,48.6999,-62.8178,-63.836,-84.6453,415.254,174.618,100,100,100,-78.5458,-14.1692,138.127,-41.5942,591.055,248.052,100,100,100,-106.669,487.279,205.069,-8.54801,487.199,224.36,-106.669,487.279,205.069,-8.54801,487.199,224.36
238,0,48.2843,-62.7735,-63.7299,-84.1199,413.882,173.534,100,100,100,-78.5025,-14.3994,138.041,-40.8897,589.95,247.168,100,100,100,-105.955,486.193,203.758,-7.7955,486.128,222.857,-105.955,486.193,203.758,-7.7955,486.128,222.857
239,0,47.9112,-62.6895,-63.6274,-83.6143,412.519,172.445,100,100,100,-78.2923,-14.9889,138.075,-40.0157,588.787,246.217,100,100,100,-105.044,485.041,202.302,-6.83122,485.137,221.124,-105.044,485.041,202.302,-6.83122,485.137,221.124
240,0,47.4692,-62.7375,-63.5514,-83.0107,411.141,171.267,100,100,100,-77.8505,-15.3737,138.171,-39.1894,587.585,245.244,100,100,100,-104.227,483.935,200.901,-5.93937,484.033,219.327,-104.227,483.935,200.901,-5.93937,484.033,219.327
