Joints
100
,,nathaniel:Thigh_Shank,,,nathaniel:World_Thigh,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,mm,mm,mm
903,0,49.4417,-63.4046,-61.173,-56.0385,395.679,151.632,100,100,100,-77.5462,-22.0546,138.974,-21.5595,572.686,234.655,100,100,100,-80.3888,468.065,181.882,17.3881,472.189,202.44,-80.3888,468.065,181.882,17.3881,472.189,202.44
904,0,49.1128,-63.5552,-61.088,-55.6626,394.303,149.495,100,100,100,-77.1821,-22.455,138.892,-20.8504,571.224,232.973,100,100,100,-79.8273,466.913,179.539,17.9927,470.945,199.91,-79.8273,466.913,179.539,17.9927,470.945,199.91
905,0,48.815,-63.656,-61.0174,-55.3104,392.978,147.425,100,100,100,-76.7428,-22.8827,138.853,-20.1627,569.797,231.276,100,100,100,-79.2996,465.784,177.264,18.5749,469.756,197.384,-79.2996,465.784,177.264,18.5749,469.756,197.384
906,0,48.4445,-63.7714,-60.975,-54.9351,391.702,145.371,100,100,100,-76.5373,-23.3538,138.731,-19.5494,568.347,229.532,100,100,100,-78.6587,464.673,174.884,19.2452,468.568,194.875,-78.6587,464.673,174.884,19.2452,468.568,194.875
907,0,48.1714,-63.7127,-60.8413,-54.7118,390.488,143.437,100,100,100,-76.0647,-23.9153,138.704,-18.8718,566.95,227.712,100,100,100,-78.2072,463.585,172.589,19.7606,467.57,192.246,-78.2072,463.585,172.589,19.7606,467.57,192.246
908,0,47.8629,-63.7665,-60.7922,-54.3607,389.274,141.395,100,100,100,-75.8862,-24.422,138.578,-18.2574,565.646,225.949,100,100,100,-77.5778,462.55,170.22,20.4138,466.511,189.763,-77.5778,462.55,170.22,20.4138,466.511,189.763
909,0,47.5156,-63.8269,-60.7223,-54.0228,388.072,139.356,100,100,100,-75.6687,-24.9585,138.453,-17.6711,564.386,224.283,100,100,100,-76.9722,461.565,167.865,21.0488,465.508,187.264,-76.9722,461.565,167.865,21.0488,465.508,187.264
910,0,47.2009,-63.8766,-60.5655,-53.6509,386.968,137.443,100,100,100,-75.485,-25.4281,138.369,-17.0222,563.115,222.609,100,100,100,-76.361,460.575,165.606,21.6813,464.592,184.882,-76.361,460.575,165.606,21.6813,464.592,184.882
911,0,46.9179,-63.9338,-60.5025,-53.2483,385.924,135.637,100,100,100,-75.2252,-25.9551,138.33,-16.3699,561.992,221.031,100,100,100,-75.6829,459.683,163.488,22.3884,463.739,182.608,-75.6829,459.683,163.488,22.3884,463.739,182.608
912,0,46.5705,-64.0234,-60.4992,-52.8365,384.967,133.982,100,100,100,-74.931,-26.3987,138.353,-15.7271,560.881,219.46,100,100,100,-74.9711,458.829,161.521,23.1425,462.875,180.425,-74.9711,458.829,161.521,23.1425,462.875,180.425
913,0,46.3099,-63.8615,-60.3546,-52.652,383.986,132.318,100,100,100,-74.5419,-26.7192,138.333,-15.1051,559.844,217.945,100,100,100,-74.6502,457.981,159.685,23.5317,462.13,178.208,-74.6502,457.981,159.685,23.5317,462.13,178.208
914,0,45.9868,-63.9292,-60.3835,-52.2521,383.1,130.804,100,100,100,-74.332,-27.0061,138.308,-14.5807,558.88,216.528,100,100,100,-74.0538,457.226,157.95,24.1666,461.294,176.286,-74.0538,457.226,157.95,24.1666,461.294,176.286
915,0,45.7405,-63.8042,-60.2664,-52.0571,382.24,129.366,100,100,100,-74.0763,-27.3504,138.233,-14.0772,557.944,215.231,100,100,100,-73.7207,456.492,156.292,24.5457,460.633,174.363,-73.7207,456.492,156.292,24.5457,460.633,174.363
916,0,45.456,-63.7502,-60.1715,-51.9,381.391,127.916,100,100,100,-73.8372,-27.7558,138.175,-13.6141,557.059,213.996,100,100,100,-73.3454,455.797,154.607,24.9596,460.001,172.452,-73.3454,455.797,154.607,24.9596,460.001,172.452
917,0,45.2679,-63.7091,-60.1109,-51.6558,380.653,126.631,100,100,100,-73.7343,-28.1838,138.076,-13.1763,556.25,212.993,100,100,100,-72.89,455.168,153.118,25.428,459.431,170.878,-72.89,455.168,153.118,25.428,459.431,170.878
918,0,45.0772,-63.779,-60.1032,-51.3241,379.99,125.422,100,100,100,-73.5914,-28.6037,137.993,-12.7681,555.48,212.089,100,100,100,-72.3789,454.619,151.714,25.9486,458.861,169.426,-72.3789,454.619,151.714,25.9486,458.861,169.426
919,0,44.9589,-63.7399,-60.0448,-51.1423,379.391,124.35,100,100,100,-73.4477,-28.9622,137.851,-12.4079,554.718,211.265,100,100,100,-72.0937,454.104,150.462,26.2473,458.353,168.097,-72.0937,454.104,150.462,26.2473,458.353,168.097
920,0,44.8519,-63.7818,-60.0231,-50.9029,378.95,123.477,100,100,100,-73.4195,-29.1598,137.758,-12.0782,554.13,210.594,100,100,100,-71.7547,453.697,149.482,26.5862,457.913,167.126,-71.7547,453.697,149.482,26.5862,457.913,167.126
921,0,44.7573,-63.759,-60.0256,-50.6892,378.629,122.786,100,100,100,-73.3109,-29.1833,137.692,-11.7644,553.643,210.09,100,100,100,-71.5492,453.382,148.825,26.8142,457.521,166.361,-71.5492,453.382,148.825,26.8142,457.521,166.361
922,0,44.7358,-63.7577,-60.024,-50.4592,378.408,122.38,100,100,100,-73.1211,-29.108,137.706,-11.4459,553.278,209.74,100,100,100,-71.4013,453.133,148.498,26.9883,457.211,165.901,-71.4013,453.133,148.498,26.9883,457.211,165.901
923,0,44.7197,-63.7187,-60.0149,-50.3125,378.248,122.159,100,100,100,-72.912,-28.9816,137.841,-11.1574,553.059,209.485,100,100,100,-71.2843,452.904,148.414,27.1383,457.013,165.622,-71.2843,452.904,148.414,27.1383,457.013,165.622
924,0,44.7173,-63.5917,-60.067,-50.1786,378.217,122.185,100,100,100,-72.7031,-28.8014,137.943,-10.899,552.913,209.37,100,100,100,-71.2194,452.78,148.595,27.2479,456.867,165.55,-71.2194,452.78,148.595,27.2479,456.867,165.55
925,0,44.7684,-63.4639,-60.1101,-50.101,378.283,122.352,100,100,100,-72.5954,-28.5662,138.081,-10.7259,552.929,209.448,100,100,100,-71.1958,452.719,148.997,27.3017,456.835,165.769,-71.1958,452.719,148.997,27.3017,456.835,165.769
926,0,44.8018,-63.4705,-60.2044,-49.9119,378.424,122.612,100,100,100,-72.5641,-28.4395,138.187,-10.6837,553.031,209.654,100,100,100,-71.0572,452.772,149.399,27.4493,456.857,166.125,-71.0572,452.772,149.399,27.4493,456.857,166.125
927,0,44.8749,-63.426,-60.2224,-49.8623,378.594,122.98,100,100,100,-72.6071,-28.4612,138.227,-10.7326,553.187,209.952,100,100,100,-71.0199,452.877,149.782,27.4795,457.025,166.535,-71.0199,452.877,149.782,27.4795,457.025,166.535
928,0,44.9075,-63.387,-60.222,-49.8606,378.786,123.382,100,100,100,-72.8019,-28.6334,138.238,-10.853,553.416,210.318,100,100,100,-70.9006,453.023,150.089,27.5716,457.299,166.969,-70.9006,453.023,150.089,27.5716,457.299,166.969
929,0,44.9278,-63.3064,-60.2131,-49.9622,378.956,123.77,100,100,100,-73.0642,-28.8527,138.152,-11.0459,553.624,210.652,100,100,100,-70.8724,453.189,150.303,27.5679,457.57,167.341,-70.8724,453.189,150.303,27.5679,457.57,167.341
930,0,44.8937,-63.3124,-60.168,-50.0769,379.075,124.088,100,100,100,-73.3724,-29.0221,138.058,-11.2788,553.858,210.987,100,100,100,-70.8631,453.357,150.443,27.5369,457.818,167.692,-70.8631,453.357,150.443,27.5369,457.818,167.692
931,0,44.9179,-63.3201,-60.1393,-50.1932,379.223,124.57,100,100,100,-73.6404,-29.1146,137.997,-11.5183,554.135,211.384,100,100,100,-70.9071,453.534,150.781,27.4549,458.065,168.228,-70.9071,453.534,150.781,27.4549,458.065,168.228
932,0,44.869,-63.3209,-60.1779,-50.2634,379.404,125.093,100,100,100,-73.7841,-29.0596,137.945,-11.7414,554.412,211.741,100,100,100,-70.9974,453.766,151.216,27.3573,458.239,168.718,-70.9974,453.766,151.216,27.3573,458.239,168.718
933,0,44.8017,-63.2578,-60.1492,-50.4675,379.568,125.599,100,100,100,-73.8085,-28.8766,137.977,-11.8932,554.746,212.103,100,100,100,-71.2334,453.981,151.752,27.1371,458.459,169.164,-71.2334,453.981,151.752,27.1371,458.459,169.164
934,0,44.8022,-63.0803,-60.1591,-50.6457,379.783,126.143,100,100,100,-73.7257,-28.6413,138.069,-11.9594,555.029,212.377,100,100,100,-71.4796,454.153,152.404,26.927,458.665,169.602,-71.4796,454.153,152.404,26.927,458.665,169.602
935,0,44.8277,-62.9655,-60.1754,-50.7997,380.007,126.611,100,100,100,-73.6527,-28.3375,138.152,-12.022,555.295,212.633,100,100,100,-71.7399,454.325,153.03,26.6963,458.822,170.063,-71.7399,454.325,153.03,26.6963,458.822,170.063
936,0,44.8436,-62.8837,-60.2215,-50.8935,380.233,127.007,100,100,100,-73.5832,-28.0848,138.225,-12.0775,555.512,212.883,100,100,100,-71.9226,454.491,153.583,26.5396,458.948,170.474,-71.9226,454.491,153.583,26.5396,458.948,170.474
937,0,44.9264,-62.8374,-60.2739,-50.9619,380.484,127.351,100,100,100,-73.5998,-27.9332,138.266,-12.1529,555.71,213.163,100,100,100,-72.0397,454.653,154.059,26.4261,459.092,170.935,-72.0397,454.653,154.059,26.4261,459.092,170.935
938,0,45.0223,-62.8501,-60.3376,-50.9927,380.731,127.629,100,100,100,-73.6531,-27.9134,138.291,-12.2391,555.883,213.499,100,100,100,-72.0602,454.815,154.436,26.3937,459.246,171.383,-72.0602,454.815,154.436,26.3937,459.246,171.383
939,0,45.178,-62.8739,-60.3985,-51.0295,380.982,127.842,100,100,100,-73.727,-28.0217,138.308,-12.347,556.07,213.825,100,100,100,-72.0461,454.98,154.715,26.3818,459.45,171.802,-72.0461,454.98,154.715,26.3818,459.45,171.802
940,0,45.3129,-63.0097,-60.4952,-50.9707,381.228,127.941,100,100,100,-73.9041,-28.1277,138.234,-12.5311,556.241,214.133,100,100,100,-71.982,455.188,154.846,26.4017,459.583,172.205,-71.982,455.188,154.846,26.4017,459.583,172.205
941,0,45.4599,-63.1118,-60.5385,-50.9754,381.443,127.94,100,100,100,-74.0774,-28.2171,138.144,-12.7097,556.412,214.407,100,100,100,-72.0006,455.38,154.906,26.3387,459.734,172.525,-72.0006,455.38,154.906,26.3387,459.734,172.525
942,0,45.6234,-63.2445,-60.5462,-51.0079,381.656,127.916,100,100,100,-74.1765,-28.1665,138.086,-12.8898,556.634,214.655,100,100,100,-72.1415,455.591,155.019,26.1606,459.883,172.859,-72.1415,455.591,155.019,26.1606,459.883,172.859
943,0,45.8146,-63.307,-60.5097,-51.1261,381.894,127.961,100,100,100,-74.2877,-28.0845,138.065,-13.0594,556.898,214.936,100,100,100,-72.347,455.787,155.233,25.9195,460.1,173.263,-72.347,455.787,155.233,25.9195,460.1,173.263
944,0,45.9139,-63.5151,-60.5987,-51.082,382.169,128.106,100,100,100,-74.3335,-27.8893,138.027,-13.2075,557.131,215.202,100,100,100,-72.4496,456.058,155.517,25.7936,460.171,173.72,-72.4496,456.058,155.517,25.7936,460.171,173.72
945,0,46.0365,-63.5893,-60.6347,-51.1806,382.421,128.351,100,100,100,-74.3945,-27.7743,137.995,-13.3305,557.314,215.416,100,100,100,-72.6122,456.259,155.815,25.6109,460.295,174.144,-72.6122,456.259,155.815,25.6109,460.295,174.144
946,0,46.1361,-63.6137,-60.6617,-51.2881,382.718,128.667,100,100,100,-74.526,-27.6798,137.951,-13.4481,557.524,215.723,100,100,100,-72.739,456.482,156.181,25.4617,460.477,174.638,-72.739,456.482,156.181,25.4617,460.477,174.638
947,0,46.2069,-63.6669,-60.6988,-51.3592,383.043,129.042,100,100,100,-74.6594,-27.5395,137.951,-13.5797,557.782,216.159,100,100,100,-72.8317,456.724,156.674,25.3484,460.675,175.249,-72.8317,456.724,156.674,25.3484,460.675,175.249
948,0,46.3007,-63.7002,-60.7534,-51.4079,383.43,129.591,100,100,100,-74.7987,-27.4584,137.978,-13.6733,558.077,216.716,100,100,100,-72.8479,456.992,157.316,25.3092,460.937,176.013,-72.8479,456.992,157.316,25.3092,460.937,176.013
949,0,46.5182,-63.6315,-60.8248,-51.5265,383.885,130.326,100,100,100,-74.7912,-27.19,137.995,-13.7676,558.407,217.394,100,100,100,-73.1201,457.304,158.295,25.0383,461.187,176.999,-73.1201,457.304,158.295,25.0383,461.187,176.999
950,0,46.6416,-63.7122,-61.0036,-51.4337,384.43,131.259,100,100,100,-74.7821,-26.9286,138.059,-13.7837,558.786,218.197,100,100,100,-73.1142,457.707,159.416,25.0441,461.419,178.156,-73.1142,457.707,159.416,25.0441,461.419,178.156
951,0,46.8222,-63.6736,-61.0543,-51.4311,384.968,132.357,100,100,100,-74.7721,-26.5282,138.218,-13.7666,559.261,219.105,100,100,100,-73.2448,458.052,160.807,24.9206,461.766,179.509,-73.2448,458.052,160.807,24.9206,461.766,179.509
952,0,46.9868,-63.5336,-61.2333,-51.4639,385.579,133.684,100,100,100,-74.7981,-26.0317,138.459,-13.8059,559.868,220.197,100,100,100,-73.3412,458.425,162.577,24.8498,462.126,181.147,-73.3412,458.425,162.577,24.8498,462.126,181.147
953,0,47.14,-63.5065,-61.3525,-51.4093,386.171,134.997,100,100,100,-74.5994,-25.6814,138.705,-13.8288,560.489,221.266,100,100,100,-73.4465,458.882,164.199,24.7767,462.56,182.602,-73.4465,458.882,164.199,24.7767,462.56,182.602
954,0,47.3571,-63.4051,-61.4474,-51.4771,386.863,136.469,100,100,100,-74.747,-25.1765,138.87,-13.9979,561.215,222.463,100,100,100,-73.6586,459.364,166.025,24.5624,463.054,184.437,-73.6586,459.364,166.025,24.5624,463.054,184.437
955,0,47.5601,-63.3849,-61.5259,-51.4782,387.517,137.875,100,100,100,-74.7884,-24.7839,139.013,-14.1719,561.986,223.693,100,100,100,-73.8504,459.912,167.73,24.3683,463.586,186.158,-73.8504,459.912,167.73,24.3683,463.586,186.158
956,0,47.763,-63.3636,-61.5842,-51.4933,388.234,139.353,100,100,100,-75.0319,-24.4646,139.075,-14.4458,562.703,224.905,100,100,100,-74.0136,460.464,169.362,24.175,464.149,187.947,-74.0136,460.464,169.362,24.175,464.149,187.947
957,0,47.942,-63.3301,-61.724,-51.485,389,140.97,100,100,100,-75.2313,-24.2772,139.179,-14.6772,563.418,226.091,100,100,100,-74.035,461.034,171.03,24.1314,464.734,189.73,-74.035,461.034,171.03,24.1314,464.734,189.73
958,0,48.1695,-63.2871,-61.7966,-51.5109,389.867,142.731,100,100,100,-75.6394,-24.0318,139.09,-15.0454,564.18,227.599,100,100,100,-74.2211,461.723,172.845,23.8916,465.391,191.831,-74.2211,461.723,172.845,23.8916,465.391,191.831
959,0,48.3558,-63.208,-61.8936,-51.602,390.822,144.64,100,100,100,-76.1386,-23.8013,139.107,-15.3544,565.085,229.323,100,100,100,-74.2682,462.44,174.897,23.7888,466.177,194.154,-74.2682,462.44,174.897,23.7888,466.177,194.154
960,0,48.6443,-63.142,-61.9842,-51.6991,391.909,146.652,100,100,100,-76.5827,-23.4814,139.045,-15.7234,566.046,231.219,100,100,100,-74.5021,463.289,177.119,23.4955,467.01,196.68,-74.5021,463.289,177.119,23.4955,467.01,196.68
961,0,48.9687,-63.0748,-62.084,-51.7892,393.088,148.714,100,100,100,-77.0308,-23.1909,139.073,-16.0217,567.164,233.197,100,100,100,-74.634,464.199,179.455,23.2996,467.981,199.323,-74.634,464.199,179.455,23.2996,467.981,199.323
962,0,49.3486,-63.0601,-62.2043,-51.9013,394.359,150.813,100,100,100,-77.3125,-22.7317,139.112,-16.2961,568.373,235.22,100,100,100,-74.9285,465.231,181.943,22.9569,468.962,202.056,-74.9285,465.231,181.943,22.9569,468.962,202.056
963,0,49.7258,-63.0608,-62.3756,-52.0142,395.697,152.934,100,100,100,-77.6891,-22.2818,139.141,-16.6296,569.704,237.318,100,100,100,-75.1745,466.34,184.481,22.6509,470.002,204.896,-75.1745,466.34,184.481,22.6509,470.002,204.896
964,0,50.1273,-63.042,-62.5112,-52.1555,397.094,155.077,100,100,100,-78.0211,-21.7908,139.177,-17.0155,571.123,239.498,100,100,100,-75.5277,467.521,187.098,22.2417,471.129,207.789,-75.5277,467.521,187.098,22.2417,471.129,207.789
965,0,50.5552,-63.0711,-62.6436,-52.3242,398.568,157.325,100,100,100,-78.2954,-21.3774,139.213,-17.3717,572.582,241.668,100,100,100,-75.88,468.781,189.711,21.8284,472.329,210.698,-75.88,468.781,189.711,21.8284,472.329,210.698
966,0,50.9387,-63.1054,-62.7776,-52.4736,400.07,159.534,100,100,100,-78.866,-20.7488,139.112,-17.9004,574.096,243.923,100,100,100,-76.3104,470.085,192.374,21.3074,473.493,213.802,-76.3104,470.085,192.374,21.3074,473.493,213.802
967,0,51.3591,-63.118,-62.9059,-52.6618,401.647,161.76,100,100,100,-79.247,-20.4318,139.165,-18.3142,575.658,246.076,100,100,100,-76.5897,471.408,194.923,20.95,474.837,216.701,-76.5897,471.408,194.923,20.95,474.837,216.701
968,0,51.7664,-63.1398,-63.0428,-52.8486,403.312,163.995,100,100,100,-79.667,-20.0358,139.125,-18.823,577.218,248.249,100,100,100,-76.9763,472.82,197.477,20.4804,476.18,219.633,-76.9763,472.82,197.477,20.4804,476.18,219.633
969,0,52.2288,-63.1376,-63.127,-53.1366,405.066,166.278,100,100,100,-80.1523,-19.5521,139.053,-19.3716,578.851,250.421,100,100,100,-77.5017,474.291,200.088,19.858,477.61,222.673,-77.5017,474.291,200.088,19.858,477.61,222.673
970,0,52.6391,-63.1215,-63.2626,-53.4538,406.924,168.623,100,100,100,-80.6279,-19.1641,138.956,-19.8925,580.544,252.629,100,100,100,-77.9638,475.873,202.691,19.3045,479.12,225.677,-77.9638,475.873,202.691,19.3045,479.12,225.677
971,0,53.0554,-63.0723,-63.3166,-53.9202,408.841,170.917,100,100,100,-81.1821,-18.8093,138.806,-20.4475,582.334,254.942,100,100,100,-78.5342,477.53,205.256,18.626,480.773,228.694,-78.5342,477.53,205.256,18.626,480.773,228.694
972,0,53.4929,-63.1688,-63.495,-54.2042,410.838,173.218,100,100,100,-81.8506,-18.4357,138.555,-21.14,584.264,257.397,100,100,100,-79.0185,479.344,207.854,17.9976,482.4,231.907,-79.0185,479.344,207.854,17.9976,482.4,231.907
973,0,54.0116,-63.2629,-63.6341,-54.5411,412.916,175.528,100,100,100,-82.6069,-17.9958,138.323,-21.8818,586.351,259.957,100,100,100,-79.5681,481.216,210.565,17.2778,484.15,235.309,-79.5681,481.216,210.565,17.2778,484.15,235.309
974,0,54.4958,-63.3858,-63.7737,-54.9101,415.003,177.855,100,100,100,-83.11,-17.4604,138.201,-22.4809,588.518,262.34,100,100,100,-80.1658,483.155,213.292,16.551,485.929,238.554,-80.1658,483.155,213.292,16.551,485.929,238.554
975,0,54.9599,-63.4146,-63.9421,-55.3164,417.185,180.277,100,100,100,-83.3497,-16.7082,138.141,-22.9628,590.703,264.692,100,100,100,-80.9193,485.177,216.243,15.7335,487.71,241.774,-80.9193,485.177,216.243,15.7335,487.71,241.774
976,0,55.4179,-63.4011,-64.0493,-55.7725,419.407,182.756,100,100,100,-83.3351,-15.7449,138.263,-23.3262,592.923,266.921,100,100,100,-81.7973,487.205,219.368,14.8472,489.55,244.948,-81.7973,487.205,219.368,14.8472,489.55,244.948
977,0,55.8261,-63.3107,-64.1911,-56.2191,421.685,185.344,100,100,100,-83.3528,-14.5871,138.392,-23.7928,595.138,269.062,100,100,100,-82.7557,489.245,222.647,13.9019,491.376,248.197,-82.7557,489.245,222.647,13.9019,491.376,248.197
978,0,56.2324,-63.1735,-64.3681,-56.6912,423.989,187.99,100,100,100,-83.2387,-13.5866,138.698,-24.1877,597.309,271.036,100,100,100,-83.572,491.212,225.914,13.1291,493.246,251.306,-83.572,491.212,225.914,13.1291,493.246,251.306
979,0,56.5808,-62.9653,-64.5208,-57.1805,426.378,190.675,100,100,100,-83.2348,-12.3148,138.828,-24.8505,599.469,272.963,100,100,100,-84.6821,493.288,229.236,12.062,495.115,254.48,-84.6821,493.288,229.236,12.062,495.115,254.48
980,0,56.9016,-62.7417,-64.7306,-57.6415,428.849,193.443,100,100,100,-83.353,-11.6756,139.272,-25.3885,601.701,274.785,100,100,100,-85.1522,495.234,232.383,11.6216,497.24,257.499,-85.1522,495.234,232.383,11.6216,497.24,257.499
981,0,57.2084,-62.4652,-64.8529,-58.1563,431.358,196.203,100,100,100,-83.6092,-10.9244,139.473,-26.2483,603.891,276.545,100,100,100,-85.9643,497.267,235.404,10.8147,499.382,260.491,-85.9643,497.267,235.404,10.8147,499.382,260.491
982,0,57.559,-62.2153,-64.976,-58.6529,433.92,198.987,100,100,100,-84.1321,-10.2132,139.627,-27.183,606.171,278.341,100,100,100,-86.6814,499.313,238.409,10.0517,501.604,263.657,-86.6814,499.313,238.409,10.0517,501.604,263.657
983,0,57.8818,-61.9498,-65.0877,-59.1687,436.474,201.702,100,100,100,-84.7783,-9.62748,139.728,-28.1922,608.472,280.151,100,100,100,-87.3541,501.36,241.282,9.3134,503.881,266.758,-87.3541,501.36,241.282,9.3134,503.881,266.758
984,0,58.1766,-61.6932,-65.2647,-59.6464,439.073,204.407,100,100,100,-85.3925,-8.9714,139.84,-29.2155,610.861,281.96,100,100,100,-88.0134,503.49,244.213,8.60191,506.174,269.87,-88.0134,503.49,244.213,8.60191,506.174,269.87
985,0,58.5603,-61.4443,-65.3951,-60.187,441.675,207.069,100,100,100,-85.9719,-8.24997,139.876,-30.2913,613.232,283.702,100,100,100,-88.8707,505.643,247.085,7.67923,508.447,272.974,-88.8707,505.643,247.085,7.67923,508.447,272.974
986,0,58.9452,-61.203,-65.4581,-60.7725,444.336,209.639,100,100,100,-86.6215,-7.65434,139.941,-31.3017,615.716,285.506,100,100,100,-89.6398,507.844,249.863,6.8255,510.894,276.038,-89.6398,507.844,249.863,6.8255,510.894,276.038
987,0,59.3096,-61.0686,-65.5752,-61.2886,446.978,212.09,100,100,100,-87.1254,-6.91462,140.017,-32.3125,618.208,287.211,100,100,100,-90.463,510.114,252.601,5.93523,513.251,279.012,-90.463,510.114,252.601,5.93523,513.251,279.012
988,0,59.7537,-60.9231,-65.6224,-61.8263,449.66,214.455,100,100,100,-87.6856,-6.32955,140.088,-33.2341,620.739,288.95,100,100,100,-91.2201,512.38,255.219,5.0822,515.718,281.953,-91.2201,512.38,255.219,5.0822,515.718,281.953
989,0,60.1879,-60.8321,-65.7488,-62.2828,452.368,216.76,100,100,100,-88.0322,-5.5733,140.169,-34.1025,623.257,290.631,100,100,100,-92.0417,514.732,257.888,4.20155,518.082,284.832,-92.0417,514.732,257.888,4.20155,518.082,284.832
990,0,60.6155,-60.6994,-65.8199,-62.7838,455.111,219.026,100,100,100,-88.3224,-4.58221,140.15,-34.9472,625.75,292.331,100,100,100,-93.0809,517.162,260.616,3.11629,520.44,287.734,-93.0809,517.162,260.616,3.11629,520.44,287.734
991,0,61.0564,-60.5761,-65.878,-63.2898,457.874,221.308,100,100,100,-88.6459,-3.97633,140.35,-35.6713,628.315,294.086,100,100,100,-93.766,519.503,263.278,2.37538,522.964,290.57,-93.766,519.503,263.278,2.37538,522.964,290.57
992,0,61.4195,-60.4034,-66.0019,-63.7488,460.686,223.646,100,100,100,-88.6532,-3.16206,140.579,-36.3115,630.832,295.751,100,100,100,-94.5622,521.945,266.077,1.60255,525.412,293.286,-94.5622,521.945,266.077,1.60255,525.412,293.286
993,0,61.8021,-60.2586,-66.1487,-64.1534,463.484,225.971,100,100,100,-88.6195,-2.16147,140.777,-36.8751,633.335,297.384,100,100,100,-95.3934,524.414,268.949,0.800122,527.787,296.068,-95.3934,524.414,268.949,0.800122,527.787,296.068
994,0,62.2225,-60.0655,-66.2541,-64.5921,466.278,228.28,100,100,100,-88.7434,-1.09383,140.89,-37.5685,635.863,298.984,100,100,100,-96.33,526.875,271.801,-0.136302,530.2,298.926,-96.33,526.875,271.801,-0.136302,530.2,298.926
995,0,62.499,-59.8633,-66.4334,-64.9087,469.079,230.564,100,100,100,-88.7515,-0.334194,141.135,-38.0785,638.309,300.446,100,100,100,-96.8912,529.293,274.463,-0.655283,532.62,301.436,-96.8912,529.293,274.463,-0.655283,532.62,301.436
996,0,62.8275,-59.5816,-66.5523,-65.2862,471.808,232.854,100,100,100,-89.0536,0.509936,141.195,-38.7846,640.819,301.967,100,100,100,-97.6189,531.683,277.124,-1.39386,535.07,304.129,-97.6189,531.683,277.124,-1.39386,535.07,304.129
997,0,63.129,-59.2947,-66.64,-65.6389,474.542,235.156,100,100,100,-88.925,0.903911,141.598,-39.0553,643.141,303.244,100,100,100,-97.9633,533.922,279.57,-1.67726,537.532,306.328,-97.9633,533.922,279.57,-1.67726,537.532,306.328
998,0,63.4012,-58.9146,-66.7239,-66.0365,477.239,237.44,100,100,100,-89.1815,1.77704,141.655,-39.5857,645.544,304.633,100,100,100,-98.6447,536.258,282.184,-2.34439,539.968,308.876,-98.6447,536.258,282.184,-2.34439,539.968,308.876
999,0,63.6567,-58.5649,-66.7811,-66.4279,479.884,239.619,100,100,100,-89.6186,2.27757,141.765,-40.2079,647.999,306.054,100,100,100,-99.1101,538.502,284.551,-2.8347,542.502,311.291,-99.1101,538.502,284.551,-2.8347,542.502,311.291
1000,0,63.9267,-58.224,-66.8357,-66.7832,482.519,241.766,100,100,100,-90.0429,2.86184,141.849,-40.7769,650.43,307.442,100,100,100,-99.5874,540.75,286.92,-3.33784,545.004,313.715,-99.5874,540.75,286.92,-3.33784,545.004,313.715
1001,0,64.1759,-57.8947,-66.878,-67.1204,485.178,243.845,100,100,100,-90.417,3.42847,141.896,-41.3155,652.838,308.824,100,100,100,-100.08,543.04,289.207,-3.85232,547.507,316.044,-100.08,543.04,289.207,-3.85232,547.507,316.044
1002,0,64.4539,-57.6257,-66.9308,-67.4452,487.857,245.912,100,100,100,-90.6803,4.08282,141.983,-41.725,655.292,310.225,100,100,100,-100.564,545.391,291.559,-4.34794,550.007,318.412,-100.564,545.391,291.559,-4.34794,550.007,318.412
1003,0,64.7491,-57.3666,-67.0053,-67.7286,490.59,247.986,100,100,100,-90.8595,4.80307,142.09,-42.0498,657.79,311.677,100,100,100,-101.031,547.811,293.997,-4.81261,552.525,320.826,-101.031,547.811,293.997,-4.81261,552.525,320.826
1004,0,65.0131,-57.1996,-67.1102,-67.9605,493.378,250.02,100,100,100,-90.9684,5.57468,142.197,-42.3256,660.304,313.136,100,100,100,-101.47,550.327,296.423,-5.24149,555.042,323.217,-101.47,550.327,296.423,-5.24149,555.042,323.217
1005,0,65.3238,-57.0455,-67.2275,-68.1507,496.195,252.042,100,100,100,-91.0223,6.34483,142.291,-42.5663,662.816,314.624,100,100,100,-101.912,552.868,298.856,-5.67476,557.537,325.624,-101.912,552.868,298.856,-5.67476,557.537,325.624
1006,0,65.649,-56.8998,-67.3227,-68.3872,499.075,254.06,100,100,100,-91.1165,7.12193,142.377,-42.7824,665.393,316.149,100,100,100,-102.363,555.467,301.298,-6.12743,560.115,328.077,-102.363,555.467,301.298,-6.12743,560.115,328.077
1007,0,65.9911,-56.7012,-67.5002,-68.5895,502.016,256.2,100,100,100,-91.1659,7.9011,142.509,-42.9791,667.979,317.673,100,100,100,-102.748,558.074,303.877,-6.49301,562.678,330.595,-102.748,558.074,303.877,-6.49301,562.678,330.595
1008,0,66.3142,-56.519,-67.6143,-68.8284,504.962,258.278,100,100,100,-91.1522,8.77178,142.626,-43.1598,670.555,319.167,100,100,100,-103.231,560.729,306.424,-6.9516,565.276,333.063,-103.231,560.729,306.424,-6.9516,565.276,333.063
